original,disfluent,annotation
when did ronald robinson die,how did or no make that when did ronald robinson die,E E E E E E F F F F F
what was implemented with an x25 interface ,how were or uh what was implemented with an x25 interface,E E E E F F F F F F F
how many miles east of berlin is warsaw,how many miles east of berlin is poland no i mean warsaw,F F F F F F F E E E E F
completing p with respect to what will produce the field of real numbers,completing p with respect to which what will produce the field of real numbers,F F F F F E F F F F F F F F
who is known for calculating the speed of nuclear reactions,who was  no who is known for calculating the speed of nuclear reactions,F E E E F F F F F F F F F
which duty do some people believe civil disobedients have,which duty do some groups no rather people believe civil disobedients have,F F F F E E E F F F F F
what institution doesnt robert barro hail from,when was er what institution doesnt robert barro hail from,E E E F F F F F F F
what are among the most well known experiments in structural geology ,what does no i mean what are among the most well known experiments in structural geology,F E E E E E F F F F F F F F F F
what is a magazine for design companies,what is a market no rather a magazine for design companies,F F F E E E E F F F F
what is another name for the west side of fresno,what is another name for the east side of fresno no west side rather,F F F F F F E E E E E F F E
 who rejected the nong shu,who wrote the nong shu or rather rejected it,F E E E E E E F E
what do engineers offer themselves as for a project,why do or what do engineers offer themselves as for a project,E E E F F F F F F F F F
how many residents were recorded in the 2010 census of jacksonville,how many residents were recorded in the 2000 census of jacksonville no no i meant the 2010 census,F F F F F F F E E E E E E E E E F F
what distinction does radcliffe college have among universities,among universities what distinction does private no wait radcliffe college have ,E E F F F E E E F F F
in the late 1950s what concept was developed,in the late 1960s er 1950s what concept was developed,F F F E E F F F F F
what type of housing was erected in warsaw as part of the bricks for warsaw process,what campaign no what type of housing was erected in warsaw as part of the bricks for warsaw process,F E E E F F F F F F F F F F F F F F F
what concept explains why objects continue in constant motion,which concept what concept explains why objects continue in constant motion,E E F F F F F F F F F
where did the song dynasty continue to cause problems for kublai,who did er where did the song dynasty continue to cause problems for kublai,E E E F F F F F F F F F F F
can a packet ever be sent to the wrong number,can a packet ever be sent to the wrong message err i meanu007f number,F F F F F F F F F E E E E F
what functions usually lie with us government ministers,what functions reserved no no i mean usually lie with us government ministers,F F E E E E E F F F F F F
what do rules about conflict of interest involving doctors diagnosing patients resemble,where might or uh what do rules about conflict of interest involving doctors diagnosing patients resemble,E E E E F F F F F F F F F F F F
