original,disfluent,annotation
what are used in nontypical investigations,what are not used sorry used in nontypical investigations,O O BR O BR IR O O O
during what war did the western allies cross the rhine bridge at arnhem,during which or no make that what war did the western allies cross the rhine bridge at arnhem,O BR IR IR IR IR O O O O O O O O O O O O
why did the university eventually leave the conference,what kind er why did the university eventually leave the conference,BR IR IR O O O O O O O O
something that is considered a non fundamental error is the belief that a force is required to maintain what,something that is considered a no fundamental no a non fundamental error is the belief that a force is required to maintain what,O O O O O BR IR IR IR O O O O O O O O O O O O O O
where are reserved matters stated in the scotland act,which are hold on where are reserved matters stated in the scotland act,BR IR IR IR O O O O O O O O O
a higher capacity network was formed by what project ,abilene referred  no a higher capacity network was formed by what project,BR IR IR O O O O O O O O O
 what city did the grand canal never reach during the yuan,what city did the grand canal never reach during kublai khan no i mean during the yuan,O O O O O O O O O BR IR IR IR IR IR O O
particle physics has created a unique model to describe what ,particle physics has created a unique model to describe who or rather what,O O O O O O O O O BR IR IR O
what must the integer m be greater than or equal to when performing trial division,when do you performing trial division i mean what must the integer m be greater than or equal to in this equation,BR IR IR IR IR IR IR IR O O O O O O O O O O O BR IR IR
vaginal secretions serve as a chemical protective barrier following what,vaginal secretions serve as a pathogen no a chemical protective barrier following what,O O O O O BR IR IR O O O O O
what is donald davies credited with ,donald davies is credited when actually wanted to know what with,BR IR IR IR IR IR IR IR IR O BR
where does the pattern of lower incomelonger lives still hold true,where does the increase wait no tell me where the pattern of lower incomelonger lives still hold true,O O O BR IR IR IR IR IR IR O O O O O O O O
commensal flora can change what specific conditions of their environment in the gastrointestinal tract,fungi no commensal flora can change what specific conditions of their environment in the gastrointestinal tract,BR IR O O O O O O O O O O O O O O
what type of languages flourished in the yuan,which sciences or umm what type of languages flourished in the yuan,BR IR IR IR O O O O O O O O
what was removed from the list of the unesco world heritage sites,where was no i mean what was removed from the list of the unesco world heritage sites,BR IR IR IR IR O O O O O O O O O O O O
le grand states that students studying civil disobedience will often run into grammatical niceties and what other problem ,le grand states that students studying civil disobedience will often run into grammatical niceties and maze of semantical what other problem,O O O O O O O O O O O O O O O BR IR IR O O O
who ordered loudoun to defend louisbourg,what wasnt um who ordered loudoun to defend louisbourg,BR IR IR O O O O O O
what type of number do modern mathematicians consider 1 to be,what type of number did the early greeks consider 1 to be or i guess what type of number do modern mathematicians consider 1 to be,O O O O BR IR IR IR IR IR IR IR IR IR IR IR IR IR IR O O O O O O O
where are some of the best medical facilities in eastcentral europe located,where are some of the highestreference no the best medical facilities in eastcentral europe located,O O O O O BR IR IR O O O O O O O
during what period was southern europe discovered,during what era uh yeah period was southern tethys no shoot europe discovered,O O BR IR IR O O O BR IR IR O O
theories on imperialism use which country as a model,theories on imperialism use what or no make that which country as a model,O O O O BR IR IR IR IR O O O O O
what doctrine did the doctrine of the principles of geology successfully promote,what doctrine did the doctrine of the principles of umm geology successfully promote,O O O O O O O O O BR O O O
x25 had a simpler what,the x25 has an orderly delivery of packets or rather instead of orderly had a simpler what,BR O BR IR IR IR IR IR IR IR IR IR IR O O O O
why did the navy give a speech in court,how did no make that why did the navy give a speech in court,BR IR IR IR IR O O O O O O O O O
what is creon trying to stop antigone from doing in the play ,what is antigone i mean to say creon trying to stop antigone from doing in the play,O O BR IR IR IR IR O O O O O O O O O O
what was considered to be a major milestone,who spread umm what was considered to be a major milestone,BR IR IR O O O O O O O O
who congratulated the snp on their loss,who congratulated the snp on the seat of former party leader i meant to say their loss,O O O O O BR IR IR IR IR IR IR IR IR IR O O
where was the summer theatre located,how long um no where was the summer theatre located,BR IR IR IR O O O O O O
what are examples of differentiated effector cells that peak during wake periods,what are examples of differentiated effector cells that peak during sleep oops wake periods,O O O O O O O O O O BR IR O O
what type of number generators make use of military gear,which or no rather what type of number generators make use of military gear,BR IR IR IR O O O O O O O O O O
what is primarily and independent effort,zoning requirements my bad what is primarily and independent effort,BR IR IR IR O O O O O O
the us expansion westward could be viewed as what type of colonialism,the us expansion westward could be viewed as which or no make that what type of colonialism,O O O O O O O O BR IR IR IR IR O O O O
what do a and b represent in a gaussian integer expression ,what do a and b represent in a rational prime no in gaussian integer expression,O O O O O O O O BR IR IR IR O O O
civil disobedients have chosen many different kinds of what type of behaviors,civil disobedients have chosen which or i mean many different kinds of what type of behaviors,O O O O BR IR IR IR O O O O O O O O
who governed the central region in the yuan,who governed the central region in the hebei uh instead the yuan,O O O O O O O BR IR IR IR O
what day of the week are general elections held,what day of the week are polls i mean general elections held,O O O O O O BR IR IR O O O
what does decreasing inequality harm,how does or no make that what does decreasing inequality harm,BR IR IR IR IR IR O O O O O
mandatory committees exists in the fifth session of what,in the fifth session what type of committee no mandatory committees exist in what,BR IR IR IR IR IR IR IR IR O O BR IR IR
